,filename,width,height,class,xmin,xmax,ymin,ymax,area,mj_axis,mn_axis
18,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000318_pre_disaster.png,46,56,1,702,748,682,738,467,34.5414455816673,18.043817413286376
19,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000318_pre_disaster.png,47,59,1,741,788,683,742,487,40.141686684364345,16.238494177348755
20,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000318_pre_disaster.png,56,48,1,695,751,738,786,487,31.29718479049701,20.49742321031242
21,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000318_pre_disaster.png,48,61,1,733,781,742,803,467,36.37470703455283,17.337385010202393
22,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000318_pre_disaster.png,43,62,1,543,586,791,853,517,32.514494229671655,21.810835111567375
23,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000318_pre_disaster.png,73,47,1,573,646,794,841,625,57.824609441657266,14.319190531583887
24,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000318_pre_disaster.png,69,74,1,891,960,825,899,650,44.17276084504773,19.651704156365053
25,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000318_pre_disaster.png,57,87,1,658,715,863,950,1309,59.7105302911781,29.726886634171766
26,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,29,29,1,455,484,0,29,347,33.56850248762653,13.782272301300774
27,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,32,29,1,16,48,18,47,361,37.55200488294909,12.861317058878175
28,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,80,48,1,626,706,32,80,2000,55.618762067112286,48.541491593501235
29,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,34,30,1,452,486,36,66,523,33.53730150979881,20.785269567115456
30,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,15,13,1,38,53,38,51,91,15.421726052078416,7.809382215549011
31,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,37,14,1,400,437,43,57,228,22.786956543689772,13.453781131794498
32,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,30,19,1,333,363,67,86,322,21.914395530182023,19.63707989575584
33,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,60,42,1,428,488,87,129,1241,43.705318718940234,37.63119556737223
34,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,38,34,1,330,368,120,154,485,29.126933699807097,22.840679691144736
35,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,31,37,1,94,125,138,175,550,32.8236143698073,22.394448822181065
36,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,17,28,1,0,17,152,180,243,23.67334966505702,13.730066138997817
37,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,57,43,1,51,108,173,216,1189,57.90996464633551,27.079462861731226
38,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,48,20,1,996,1044,185,205,74,14.444764657343418,7.47943230921821
39,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,82,47,1,916,998,197,244,822,51.68671689761268,21.226869586322525
40,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,79,49,1,942,1021,216,265,870,37.9445349845969,30.31558829955143
41,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,84,54,1,910,994,240,294,1150,48.528987630978364,31.164201773473284
42,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,66,46,1,57,123,259,305,1191,70.93792178323983,22.384439719115925
43,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,25,40,1,88,113,285,325,484,30.57986731600633,20.948869127198314
44,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,53,47,1,16,69,290,337,1180,51.81877814843374,30.819539512265223
45,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,81,95,1,106,187,341,436,3940,80.92105253737668,64.98208308010011
46,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,57,97,1,197,254,438,535,2166,78.02199656618625,37.88546040266483
47,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,84,63,1,920,1004,471,534,1396,45.5153737896928,41.37401591937258
48,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,84,68,1,826,910,499,567,900,62.606392735536645,19.184893324009412
49,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,68,74,1,225,293,548,622,2012,60.35883722475688,46.22888736498492
50,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,62,40,1,917,979,548,588,351,27.61296049417042,17.015639206948567
51,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,67,60,1,761,828,551,611,688,42.438292026166955,21.484958867000447
52,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,57,51,1,821,878,595,646,320,26.57913815403623,16.094599520915562
53,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,65,95,1,183,248,624,719,2106,75.91988225571056,45.481509328426554
54,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,40,45,1,463,503,651,696,305,22.305695941384517,18.260229672553237
55,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,65,68,1,400,465,717,785,920,47.81439974251014,25.682937366691633
56,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,62,65,1,261,323,783,848,1044,49.89078648457865,27.953712332358755
57,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,70,78,1,480,550,814,892,1088,49.03488846127378,34.36005721347503
58,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,48,59,1,535,583,841,900,426,27.32138078754564,20.335369478326506
59,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000257_pre_disaster.png,12,57,1,0,12,934,991,150,18.783094743247602,11.555638194769111
60,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000261_post_disaster.png,63,42,1,729,792,183,225,766,34.06704578174558,31.870285593474897
61,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000261_post_disaster.png,62,55,1,850,912,754,809,680,32.72973937139042,27.562294491494594
62,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000233_post_disaster.png,37,72,1,182,219,753,825,856,45.54225341600404,25.023366157525842
63,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000233_post_disaster.png,18,49,1,176,194,812,861,141,16.343112647175435,11.57095179001576
64,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000233_post_disaster.png,33,55,1,194,227,816,871,393,26.27741541811462,20.1087130038511
65,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000233_post_disaster.png,29,47,1,314,343,851,898,163,15.705887872834834,13.79920065433091
66,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000233_post_disaster.png,40,55,1,347,387,866,921,353,25.265860850758628,18.52827888896789
67,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000233_post_disaster.png,21,45,1,371,392,956,1001,50,8.32344765176273,8.037923810808701
68,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000233_post_disaster.png,38,52,1,295,333,962,1014,163,31.217367782523116,7.016856198517402
69,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000233_post_disaster.png,51,55,1,291,342,988,1043,311,37.23509926156802,12.863275000135141
70,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000363_pre_disaster.png,67,46,1,598,665,142,188,951,40.771318461718515,30.82770257546746
71,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000363_pre_disaster.png,43,27,1,703,746,337,364,104,14.291670754805633,10.10717328287
72,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000363_pre_disaster.png,90,67,1,284,374,358,425,2671,82.9546871909143,43.050339726800686
73,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000363_pre_disaster.png,66,63,1,301,367,408,471,1692,52.60435028430667,42.70139837846442
74,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000363_pre_disaster.png,25,32,1,390,415,436,468,144,16.035555312501945,11.832479484789413
75,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,76,63,1,967,1043,95,158,1636,64.16630279570059,39.9559238986997
76,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,84,51,1,802,886,98,149,1873,53.9417079191131,48.43364834391783
77,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,78,73,1,602,680,135,208,2356,70.45781844619415,48.30911094037357
78,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,88,60,1,669,757,153,213,1939,65.17790327770398,45.9178173602735
79,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,72,50,1,5,77,155,205,1935,72.8454476654136,38.4824133075963
80,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,80,63,1,390,470,180,243,2101,59.90551351375849,48.815721780039816
81,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,72,55,1,744,816,183,238,1304,47.867087932173305,36.32942840794231
82,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,90,56,1,953,1043,201,257,1618,54.70825337264721,40.11859320534793
83,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,76,74,1,647,723,297,371,2294,66.85963896930417,51.06759177811914
84,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,76,63,1,67,143,313,376,1916,69.92441613190337,39.16541644182985
85,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,90,72,1,842,932,316,388,1804,66.90379090316529,38.95286158049649
86,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,80,71,1,774,854,317,388,2043,66.65685615732781,43.34910633905426
87,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,64,66,1,236,300,319,385,1560,47.6650729643091,45.111329931727006
88,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,76,71,1,712,788,325,396,2057,60.20721262527575,48.36961631505633
89,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,72,62,1,457,529,333,395,1770,51.767627896887205,44.74618773650613
90,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,76,79,1,404,480,360,439,2119,60.0119419689618,47.51915970097401
91,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,66,72,1,116,182,405,477,1752,64.2536436615873,39.66082843348754
92,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,58,79,1,0,58,487,566,2025,65.32880006599896,42.401114439164374
93,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,75,72,1,199,274,539,611,1799,59.91633594097015,43.07902764214838
94,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,80,89,1,740,820,693,782,2187,66.90272896541111,46.708469255643564
95,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,49,64,1,994,1043,697,761,306,41.50871944888518,9.808414097449766
96,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,70,78,1,613,683,699,777,1705,54.13005221224846,43.9544989753542
97,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,82,64,1,943,1025,721,785,1237,51.460458922884364,34.36084638260884
98,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,100,80,1,422,522,748,828,2554,77.3546541114195,46.102476461334746
99,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,78,96,1,375,453,821,917,2241,58.315643128981854,55.417422206166044
100,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,78,84,1,712,790,845,929,1726,61.977615164913296,41.239173064618086
101,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,75,88,1,787,862,848,936,1597,61.00857165010092,38.902105541424675
102,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,83,84,1,851,934,848,932,1930,57.74179687158652,44.237616312837915
103,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,69,86,1,974,1043,856,942,1159,51.447466629880246,32.70115076515535
104,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,44,61,1,90,134,980,1041,842,42.29009944990609,26.56827310002411
105,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000405_post_disaster.png,79,60,1,398,477,983,1043,691,60.83487678668716,17.09978536005764
106,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,52,41,1,455,507,0,41,838,46.719979912692345,25.08355834062316
107,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,83,19,1,899,982,0,19,678,51.19269964179956,18.01670459815394
108,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,81,39,1,294,375,30,69,1600,74.17038795397299,28.477849629266927
109,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,64,30,1,660,724,30,60,687,42.903746257400734,23.700330510300716
110,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,67,32,1,914,981,31,63,760,32.19411987315089,31.536106074044913
111,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,74,65,1,781,855,39,104,2113,66.97245439339719,42.09267001142055
112,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,55,35,1,246,301,56,91,1036,45.2923704403092,30.654908825208356
113,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,42,11,1,871,913,59,70,72,10.08416266847916,9.728304589661631
114,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,62,38,1,632,694,61,99,890,42.8118800447757,29.232114553601612
115,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,43,10,1,869,912,69,79,77,12.573620689767857,8.28527853802504
116,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,67,23,1,902,969,72,95,517,31.886386990426413,21.997126717727234
117,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,67,43,1,456,523,77,120,1265,45.70365069038768,36.59594429525243
118,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,39,44,1,124,163,86,130,893,45.08627993529415,26.44439747579573
119,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,31,31,1,159,190,96,127,506,29.10792127390662,23.211464178161197
120,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,72,50,1,476,548,119,169,1544,52.530098871937696,39.053224000962395
121,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,63,39,1,925,988,136,175,679,35.3338835289911,25.68346522764982
122,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,39,24,1,450,489,139,163,288,21.671902386537738,17.811332839064445
123,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,106,107,1,0,106,140,247,4912,134.18568856767666,56.614731013423516
124,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,68,41,1,271,339,147,188,1097,64.20547262339885,22.649924978083792
125,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,22,29,1,123,145,148,177,257,26.529245823168523,12.979070015931764
126,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,69,57,1,721,790,189,246,1578,54.07079841343314,38.70124210103319
127,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,37,42,1,46,83,198,240,796,37.82043322210504,27.905460981883856
128,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,76,53,1,850,926,224,277,1203,46.94666379621547,34.22594718683167
129,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,43,30,1,404,447,226,256,361,26.470408543108626,18.265433147774928
130,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,72,81,1,134,206,232,313,2598,77.09348605332278,47.82504806099872
131,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,85,61,1,635,720,232,293,1697,64.04821397240296,37.62628083529752
132,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,72,52,1,903,975,240,292,967,42.70270271848756,30.19871895457213
133,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,44,37,1,541,585,260,297,480,27.066480019292463,23.327471726336302
134,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,72,36,1,716,788,270,306,871,46.789829824871816,24.853317547435054
135,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,65,41,1,458,523,293,334,929,50.45677001365891,24.40523135413617
136,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,55,47,1,523,578,295,342,600,36.99409581432345,23.43095738055843
137,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,31,22,1,509,540,326,348,68,10.753721294181409,8.550948719400077
138,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,45,33,1,537,582,328,361,330,24.33298928386194,18.040752607412333
139,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,60,45,1,563,623,340,385,870,38.105551378054734,30.049156442394423
140,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,91,65,1,358,449,344,409,2641,76.79217972340678,45.316470685600464
141,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,27,30,1,231,258,365,395,214,18.83665834622047,15.043202935028864
142,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,61,23,1,841,902,370,393,243,33.03212080565145,9.895533680741385
143,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,39,57,1,252,291,371,428,969,44.53119706211326,28.91232270387381
144,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,68,27,1,893,961,372,399,344,35.02695025478959,13.106275782250455
145,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,40,55,1,175,215,379,434,965,41.60179706570479,30.8682965855248
146,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,51,35,1,738,789,390,425,358,23.427728794124725,20.06029545709066
147,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,52,51,1,513,565,395,446,628,34.10858311962915,24.59170731418549
148,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,62,54,1,565,627,400,454,926,36.410006831494954,33.9646264709045
149,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,66,64,1,699,765,408,472,1173,45.72166521304714,33.70128057458313
150,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,58,47,1,986,1044,427,474,378,30.84456439655151,16.957086316944388
151,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,46,81,1,68,114,431,512,1721,66.29704780071289,34.352263706195345
152,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,90,71,1,398,488,438,509,2533,71.53523234363944,46.99142496052968
153,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,63,51,1,934,997,443,494,585,35.255137002634875,22.159317914693926
154,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,61,72,1,484,545,479,551,1444,57.29076369196736,33.63707190166038
155,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,44,66,1,256,300,487,553,1059,50.59618678265174,27.940150094207308
156,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,76,85,1,402,478,505,590,2431,61.61774011389378,52.592107836862546
157,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,45,80,1,91,136,534,614,1513,55.20116896852241,37.20060184433599
158,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,51,54,1,512,563,593,647,542,27.53769339375303,26.299021696303587
159,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,18,69,1,0,18,601,670,521,46.75349077137627,15.872819131469585
160,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,66,68,1,427,493,602,670,1384,51.12276612316789,35.85525074949099
161,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,61,75,1,117,178,614,689,1412,65.37021354472347,32.19058228945852
162,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,38,39,1,492,530,635,674,155,16.334560847213265,12.755079344633517
163,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,94,98,1,294,388,642,740,3432,75.69948767808732,69.36139627553811
164,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,60,60,1,439,499,642,702,877,46.31258414262177,25.94117279073526
165,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,37,62,1,0,37,659,721,959,38.60584970377714,34.43683368544812
166,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000426_post_disaster.png,129,73,1,801,930,685,758,2194,105.60055135324184,27.909090339718755
